,Transaction Number,Date,Description,Memo,Amount Debit,Amount Credit,Balance,Check Number,Fees,Category
116,20230628000000[-6:CST]*-4.40*0**XX3498 POS PURCHASE AT THE ROASTERIE AME S IA 00400775 974832,06/28/2023,XX3498 POS PURCHASE AT THE ROASTERIE AME S IA 00400775 974832,,-4.4,,49664.86,,0.0,Food & Drink
117,20230627000000[-6:CST]*-58.72*0**CITY OF AMES UT BILL 002629810006826,06/27/2023,CITY OF AMES UT BILL 002629810006826,,-58.72,,49669.26,,0.0,Bills & Utilities
118,20230627000000[-6:CST]*-38.00*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 611350,06/27/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 611350,,-38.0,,49727.98,,0.0,Groceries
119,20230627000000[-6:CST]*-17.11*0**XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405501 674900,06/27/2023,XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405501 674900,,-17.11,,49765.98,,0.0,Groceries
120,20230626000000[-6:CST]*-21.00*0**XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 60744968 638433,06/26/2023,XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 60744968 638433,,-21.0,,49783.09,,0.0,Home
121,20230626000000[-6:CST]*-19.85*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 186767,06/26/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 186767,,-19.85,,49804.09,,0.0,Groceries
122,20230626000000[-6:CST]*-19.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 341763,06/26/2023,XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 341763,,-19.0,,49823.94,,0.0,Groceries
123,20230626000000[-6:CST]*-18.00*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 071534,06/26/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 071534,,-18.0,,49842.94,,0.0,Groceries
124,20230626000000[-6:CST]*-6.17*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 71001850 147008,06/26/2023,XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 71001850 147008,,-6.17,,49860.94,,0.0,Home
125,20230623000000[-6:CST]*-589.86*0**FARMERS INS EFT PYMT mXXXXX5868,06/23/2023,FARMERS INS EFT PYMT mXXXXX5868,,-589.86,,49867.11,,0.0,Automotive
126,20230623000000[-6:CST]*-95.42*0**CITY OF AMES UT BILL 002819790003022,06/23/2023,CITY OF AMES UT BILL 002819790003022,,-95.42,,50456.97,,0.0,Bills & Utilities
127,20230623000000[-6:CST]*-26.35*0**XX3498 POS PURCHASE AT EL AZTECA AMES IA 99800648 375718,06/23/2023,XX3498 POS PURCHASE AT EL AZTECA AMES IA 99800648 375718,,-26.35,,50552.39,,0.0,Food & Drink
128,20230623000000[-6:CST]*-13.95*0**XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405501 148100,06/23/2023,XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405501 148100,,-13.95,,50578.74,,0.0,Groceries
129,20230622000000[-6:CST]*-36.00*0**XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 030498,06/22/2023,XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 030498,,-36.0,,50592.69,,0.0,Groceries
130,20230622000000[-6:CST]*-23.97*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 65122807 168576,06/22/2023,XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 65122807 168576,,-23.97,,50628.69,,0.0,Food & Drink
131,20230622000000[-6:CST]*-15.56*0**XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 051035,06/22/2023,XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 051035,,-15.56,,50652.66,,0.0,Groceries
132,20230622000000[-6:CST]*-13.28*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 035673,06/22/2023,XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 035673,,-13.28,,50668.22,,0.0,Groceries
133,20230621000000[-6:CST]*-33.17*0**Alliant - IPL PAYMENT 0061467186,06/21/2023,Alliant - IPL PAYMENT 0061467186,,-33.17,,50681.5,,0.0,Bills & Utilities
134,20230620000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-450-5351,06/20/2023,CLUB FEES PLANET FIT 515-450-5351,,-24.6,,50714.67,,0.0,Personal
135,20230620000000[-6:CST]*-39.21*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490048 316908810671,06/20/2023,XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490048 316908810671,,-39.21,,50739.27,,0.0,Groceries
136,20230616000000[-6:CST]*-802.00*0**DHS CSRU IOW DHS IOWDHS012923202,06/16/2023,DHS CSRU IOW DHS IOWDHS012923202,,-802.0,,50778.48,,0.0,Bills & Utilities
137,20230616000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS012923203,06/16/2023,DHS CSRU conv fee IOWDHS012923203,,-0.29,,51580.48,,0.0,Bills & Utilities
138,20230614000000[-6:CST]*-400.00*0**VENMO PAYMENT 1027588426841,06/14/2023,VENMO PAYMENT 1027588426841,,-400.0,,51580.77,,0.0,Personal
139,20230614000000[-6:CST]*-58.04*0**Alliant - IPL PAYMENT 3836938783,06/14/2023,Alliant - IPL PAYMENT 3836938783,,-58.04,,51980.77,,0.0,Bills & Utilities
140,20230613000000[-6:CST]*3.75*501**Interest paid,06/13/2023,Interest paid,,,3.75,52038.81,,0.0,Deposit
141,20230613000000[-6:CST]*-274.89*0**VERIZON WIRELESS PAYMENTS 05885909720000 1,06/13/2023,VERIZON WIRELESS PAYMENTS 05885909720000 1,,-274.89,,52035.06,,0.0,Bills & Utilities
142,20230613000000[-6:CST]*-55.42*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 159489,06/13/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 159489,,-55.42,,52309.95,,0.0,Groceries
143,20230613000000[-6:CST]*-28.00*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 403689,06/13/2023,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 403689,,-28.0,,52365.37,,0.0,Groceries
144,20230612000000[-6:CST]*-120.00*0**XX3498 ATM WITHDRAWAL. 1314 ELATI ST. DE NVER CO ACFN5161 003647,06/12/2023,XX3498 ATM WITHDRAWAL. 1314 ELATI ST. DE NVER CO ACFN5161 003647,,-120.0,,52393.37,,0.0,Personal
145,20230612000000[-6:CST]*-3.50*0**ATM WITHDRAWAL FEE XX3498 ATM WITHDRAWAL . 1314 ELATI ST. DENVER CO ACFN5161 003,06/12/2023,ATM WITHDRAWAL FEE XX3498 ATM WITHDRAWAL . 1314 ELATI ST. DENVER CO ACFN5161 003,,-3.5,,52513.37,,0.0,Personal
146,20230609000000[-6:CST]*-32.18*0**XX3498 POS WITHDRAWAL. CITY-MARK 0260 B AVON CO 11042601 816405,06/09/2023,XX3498 POS WITHDRAWAL. CITY-MARK 0260 B AVON CO 11042601 816405,,-32.18,,52516.87,,0.0,Travel
147,20230609000000[-6:CST]*1760.75*501**THE HARTFORD 693 DPPASO 03129468,06/09/2023,THE HARTFORD 693 DPPASO 03129468,,,1760.75,52549.05,,0.0,Deposit
148,20230606000000[-6:CST]*-9240.29*0**CHASE CREDIT CRD AUTOPAY 000000000175339,06/06/2023,CHASE CREDIT CRD AUTOPAY 000000000175339,,-9240.29,,50788.3,,0.0,Bills & Utilities
149,20230606000000[-6:CST]*-20.42*0**XX3498 POS WITHDRAWAL. SAFEWAY #1293 CAM PBELL CA 23822754 902865,06/06/2023,XX3498 POS WITHDRAWAL. SAFEWAY #1293 CAM PBELL CA 23822754 902865,,-20.42,,60028.59,,0.0,Groceries
150,20230605000000[-6:CST]*-712.75*0**IBMC ACH PMTS XXXXXX2430,06/05/2023,IBMC ACH PMTS XXXXXX2430,,-712.75,,60049.01,,0.0,Home
151,20230602000000[-6:CST]*-50.00*0**VENMO PAYMENT 1027356615706,06/02/2023,VENMO PAYMENT 1027356615706,,-50.0,,60761.76,,0.0,Personal
152,20230602000000[-6:CST]*2200.94*501**THE HARTFORD 693 DPPASO 03129468,06/02/2023,THE HARTFORD 693 DPPASO 03129468,,,2200.94,60811.76,,0.0,Deposit
153,20230530000000[-6:CST]*-67.32*0**CITY OF AMES UT BILL 002629810006826,05/30/2023,CITY OF AMES UT BILL 002629810006826,,-67.32,,58610.82,,0.0,Bills & Utilities
154,20230526000000[-6:CST]*2200.92*501**THE HARTFORD 693 DPPASO 03129468,05/26/2023,THE HARTFORD 693 DPPASO 03129468,,,2200.92,58678.14,,0.0,Deposit
155,20230524000000[-6:CST]*-97.23*0**CITY OF AMES UT BILL 002819790003022,05/24/2023,CITY OF AMES UT BILL 002819790003022,,-97.23,,56477.22,,0.0,Bills & Utilities
156,20230523000000[-6:CST]*-589.88*0**FARMERS INS EFT PYMT mXXXXX5868,05/23/2023,FARMERS INS EFT PYMT mXXXXX5868,,-589.88,,56574.45,,0.0,Automotive
157,20230522000000[-6:CST]*-90.00*0**VENMO PAYMENT 1027132389031,05/22/2023,VENMO PAYMENT 1027132389031,,-90.0,,57164.33,,0.0,Personal
158,20230519000000[-6:CST]*-64.57*0**Alliant - IPL PAYMENT 0061467186,05/19/2023,Alliant - IPL PAYMENT 0061467186,,-64.57,,57254.33,,0.0,Bills & Utilities
159,20230519000000[-6:CST]*2200.94*501**THE HARTFORD 693 DPPASO 03129468,05/19/2023,THE HARTFORD 693 DPPASO 03129468,,,2200.94,57318.9,,0.0,Deposit
160,20230517000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-450-5351,05/17/2023,CLUB FEES PLANET FIT 515-450-5351,,-24.6,,55117.96,,0.0,Personal
161,20230515000000[-6:CST]*-274.89*0**VERIZON WIRELESS PAYMENTS 05885909720000 1,05/15/2023,VERIZON WIRELESS PAYMENTS 05885909720000 1,,-274.89,,55142.56,,0.0,Bills & Utilities
162,20230512000000[-6:CST]*-85.26*0**Alliant - IPL PAYMENT 3836938783,05/12/2023,Alliant - IPL PAYMENT 3836938783,,-85.26,,55417.45,,0.0,Bills & Utilities
163,20230512000000[-6:CST]*3737.47*501**DONNELLEY FINANC DIRECT DEP 927328248258 L5Z,05/12/2023,DONNELLEY FINANC DIRECT DEP 927328248258 L5Z,,,3737.47,55502.71,,0.0,Deposit
164,20230511000000[-6:CST]*-40.00*0**VENMO PAYMENT 1026931362280,05/11/2023,VENMO PAYMENT 1026931362280,,-40.0,,51765.24,,0.0,Personal
165,20230509000000[-6:CST]*2.98*501**Interest paid,05/09/2023,Interest paid,,,2.98,51805.24,,0.0,Deposit
166,20230508000000[-6:CST]*-2394.48*0**CHASE CREDIT CRD AUTOPAY 000000000326074,05/08/2023,CHASE CREDIT CRD AUTOPAY 000000000326074,,-2394.48,,51802.26,,0.0,Bills & Utilities
167,20230508000000[-6:CST]*-24.00*0**XX3498 POS PURCHASE AT HAMPTON INNS RENO NV 59718910 822888,05/08/2023,XX3498 POS PURCHASE AT HAMPTON INNS RENO NV 59718910 822888,,-24.0,,54196.74,,0.0,Travel
168,20230505000000[-6:CST]*-712.75*0**IBMC ACH PMTS XXXXXX2430,05/05/2023,IBMC ACH PMTS XXXXXX2430,,-712.75,,54220.74,,0.0,Home
169,20230505000000[-6:CST]*-11.08*0**XX3498 POS WITHDRAWAL. CHEVRON/CSI-0989 GREENBRAE CA 10040101 628030,05/05/2023,XX3498 POS WITHDRAWAL. CHEVRON/CSI-0989 GREENBRAE CA 10040101 628030,,-11.08,,54933.49,,0.0,Travel
170,20230504000000[-6:CST]*-7.55*0**XX3498 POS PURCHASE AT PHOENIX CONOCO KI MBALL NE 41825571 839626,05/04/2023,XX3498 POS PURCHASE AT PHOENIX CONOCO KI MBALL NE 41825571 839626,,-7.55,,54944.57,,0.0,Food & Drink
171,20230503000000[-6:CST]*-26.00*0**RENT ON SAFE DEPOSIT BOX 10000703,05/03/2023,RENT ON SAFE DEPOSIT BOX 10000703,,-26.0,,54952.12,,0.0,Personal
172,20230503000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 56421198 564964,05/03/2023,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 56421198 564964,,-25.0,,54978.12,,0.0,Entertainment
173,20230503000000[-6:CST]*-4.49*0**XX3498 POS WITHDRAWAL. CASEYS #2734 COZA D NE 600001 016773,05/03/2023,XX3498 POS WITHDRAWAL. CASEYS #2734 COZA D NE 600001 016773,,-4.49,,55003.12,,0.0,Gas
174,20230502000000[-6:CST]*-200.00*0**VENMO PAYMENT 1026753085435,05/02/2023,VENMO PAYMENT 1026753085435,,-200.0,,55007.61,,0.0,Personal
175,20230502000000[-6:CST]*-15.97*0**XX3498 POS WITHDRAWAL. GATEWAYEXPRESS AM ES IA 0004L710 043994,05/02/2023,XX3498 POS WITHDRAWAL. GATEWAYEXPRESS AM ES IA 0004L710 043994,,-15.97,,55207.61,,0.0,Automotive
176,20230501000000[-6:CST]*-96.42*0**XX3498 POS WITHDRAWAL. TARGET T-1170 Ame s IA 600001 026253,05/01/2023,XX3498 POS WITHDRAWAL. TARGET T-1170 Ame s IA 600001 026253,,-96.42,,55223.58,,0.0,Shopping
177,20230501000000[-6:CST]*-45.14*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 462374,05/01/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 462374,,-45.14,,55320.0,,0.0,Groceries
178,20230501000000[-6:CST]*-40.72*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490043 311902352344,05/01/2023,XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490043 311902352344,,-40.72,,55365.14,,0.0,Groceries
179,20230501000000[-6:CST]*-20.00*0**XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 1 344311,05/01/2023,XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 1 344311,,-20.0,,55405.86,,0.0,Groceries
180,20230501000000[-6:CST]*-10.37*0**XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 36420887 689322,05/01/2023,XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 36420887 689322,,-10.37,,55425.86,,0.0,Food & Drink
181,20230501000000[-6:CST]*-8.09*0**XX3498 POS PURCHASE AT JAVA JOES COFFEE ANKENY IA 09131085 304170,05/01/2023,XX3498 POS PURCHASE AT JAVA JOES COFFEE ANKENY IA 09131085 304170,,-8.09,,55436.23,,0.0,Food & Drink
182,20230501000000[-6:CST]*-6.81*0**XX3498 POS PURCHASE AT TST* BURGIE'S CO AMES IA 27015725 084910,05/01/2023,XX3498 POS PURCHASE AT TST* BURGIE'S CO AMES IA 27015725 084910,,-6.81,,55444.32,,0.0,Food & Drink
183,20230501000000[-6:CST]*-280.00*0**Miscellaneous Debit,05/01/2023,Miscellaneous Debit,,-280.0,,55451.13,,0.0,Personal
184,20230501000000[-6:CST]*461.00*501**IASTTAXRFD IASTTAXRFD 000000000000000,05/01/2023,IASTTAXRFD IASTTAXRFD 000000000000000,,,461.0,55731.13,,0.0,Deposit
185,20230428000000[-6:CST]*-50.00*0**VENMO PAYMENT 1026669331613,04/28/2023,VENMO PAYMENT 1026669331613,,-50.0,,55270.13,,0.0,Personal
186,20230428000000[-6:CST]*-23.97*0**XX3498 POS PURCHASE AT RIEMAN MUSIC INC AMES IA 60669567 488934,04/28/2023,XX3498 POS PURCHASE AT RIEMAN MUSIC INC AMES IA 60669567 488934,,-23.97,,55320.13,,0.0,Personal
187,20230428000000[-6:CST]*-10.37*0**XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00562118 410977,04/28/2023,XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00562118 410977,,-10.37,,55344.1,,0.0,Food & Drink
188,20230428000000[-6:CST]*3737.46*501**DONNELLEY FINANC DIRECT DEP 930728040953 L5Z,04/28/2023,DONNELLEY FINANC DIRECT DEP 930728040953 L5Z,,,3737.46,55354.47,,0.0,Deposit
189,20230427000000[-6:CST]*-802.00*0**DHS CSRU IOW DHS IOWDHS012736620,04/27/2023,DHS CSRU IOW DHS IOWDHS012736620,,-802.0,,51617.01,,0.0,Bills & Utilities
190,20230427000000[-6:CST]*-80.06*0**CITY OF AMES UT BILL 002629810006826,04/27/2023,CITY OF AMES UT BILL 002629810006826,,-80.06,,52419.01,,0.0,Bills & Utilities
191,20230427000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS012736621,04/27/2023,DHS CSRU conv fee IOWDHS012736621,,-0.29,,52499.07,,0.0,Bills & Utilities
192,20230427000000[-6:CST]*-61.00*0**XX3498 POS PURCHASE AT SQ *THE ANGRY IR AMES IA 23650767 178535,04/27/2023,XX3498 POS PURCHASE AT SQ *THE ANGRY IR AMES IA 23650767 178535,,-61.0,,52499.36,,0.0,Food & Drink
193,20230426000000[-6:CST]*-4280.00*1*1044*Check,04/26/2023,Check,,-4280.0,,52560.36,1044.0,0.0,Personal
194,20230426000000[-6:CST]*-62.68*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 813018,04/26/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 813018,,-62.68,,56840.36,,0.0,Groceries
195,20230426000000[-6:CST]*-26.34*0**XX3498 POS PURCHASE AT JERSEY MIKES 380 AMES IA 03000286 587086,04/26/2023,XX3498 POS PURCHASE AT JERSEY MIKES 380 AMES IA 03000286 587086,,-26.34,,56903.04,,0.0,Food & Drink
196,20230426000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 14330451 383856,04/26/2023,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 14330451 383856,,-25.0,,56929.38,,0.0,Entertainment
197,20230426000000[-6:CST]*-15.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700082 761619,04/26/2023,XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700082 761619,,-15.0,,56954.38,,0.0,Home
198,20230425000000[-6:CST]*-187.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 658657,04/25/2023,XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 658657,,-187.0,,56969.38,,0.0,Groceries
199,20230425000000[-6:CST]*-51.04*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 72193258 324893,04/25/2023,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 72193258 324893,,-51.04,,57156.38,,0.0,Entertainment
200,20230424000000[-6:CST]*-585.50*0**FARMERS INS EFT PYMT mXXXXX5868,04/24/2023,FARMERS INS EFT PYMT mXXXXX5868,,-585.5,,57207.42,,0.0,Automotive
201,20230424000000[-6:CST]*-101.11*0**CITY OF AMES UT BILL 002819790003022,04/24/2023,CITY OF AMES UT BILL 002819790003022,,-101.11,,57792.92,,0.0,Bills & Utilities
202,20230424000000[-6:CST]*-38.60*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 308816,04/24/2023,XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 308816,,-38.6,,57894.03,,0.0,Groceries
203,20230424000000[-6:CST]*-36.87*0**XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604498 598894,04/24/2023,XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604498 598894,,-36.87,,57932.63,,0.0,Food & Drink
204,20230421000000[-6:CST]*-1572.25*0**COUNTY TREASURER TAX 4033632,04/21/2023,COUNTY TREASURER TAX 4033632,,-1572.25,,57969.5,,0.0,Home
205,20230421000000[-6:CST]*-149.64*0**Alliant - IPL PAYMENT 0061467186,04/21/2023,Alliant - IPL PAYMENT 0061467186,,-149.64,,59541.75,,0.0,Bills & Utilities
206,20230421000000[-6:CST]*-59.98*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 969397,04/21/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 969397,,-59.98,,59691.39,,0.0,Groceries
207,20230421000000[-6:CST]*-22.82*0**XX3498 POS WITHDRAWAL. CASEYS #2905 AMES IA 600001 021126,04/21/2023,XX3498 POS WITHDRAWAL. CASEYS #2905 AMES IA 600001 021126,,-22.82,,59751.37,,0.0,Gas
208,20230421000000[-6:CST]*3000.00*501**PAYPAL TRANSFER 1026533758599,04/21/2023,PAYPAL TRANSFER 1026533758599,,,3000.0,59774.19,,0.0,Deposit
209,20230420000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 3334 LINCOLN WAY AMES IA IA000622 008406,04/20/2023,XX3498 ATM WITHDRAWAL. 3334 LINCOLN WAY AMES IA IA000622 008406,,-200.0,,56774.19,,0.0,Personal
210,20230420000000[-6:CST]*-32.96*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 93788670 036173,04/20/2023,XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 93788670 036173,,-32.96,,56974.19,,0.0,Food & Drink
211,20230420000000[-6:CST]*-8.44*0**XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545307 842748,04/20/2023,XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545307 842748,,-8.44,,57007.15,,0.0,Food & Drink
212,20230420000000[-6:CST]*-8.12*0**XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00550582 275080,04/20/2023,XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00550582 275080,,-8.12,,57015.59,,0.0,Food & Drink
213,20230419000000[-6:CST]*-54.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 70002609 265177,04/19/2023,XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 70002609 265177,,-54.0,,57023.71,,0.0,Home
214,20230419000000[-6:CST]*-28.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700107 969416,04/19/2023,XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700107 969416,,-28.0,,57077.71,,0.0,Home
215,20230419000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 76007165 771846,04/19/2023,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 76007165 771846,,-25.0,,57105.71,,0.0,Entertainment
216,20230417000000[-6:CST]*-50.00*0**VENMO PAYMENT 1026463206546,04/17/2023,VENMO PAYMENT 1026463206546,,-50.0,,57130.71,,0.0,Personal
217,20230417000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-450-5351,04/17/2023,CLUB FEES PLANET FIT 515-450-5351,,-24.6,,57180.71,,0.0,Personal
218,20230417000000[-6:CST]*-41.12*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490049 310605542024,04/17/2023,XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490049 310605542024,,-41.12,,57205.31,,0.0,Groceries
219,20230417000000[-6:CST]*4.28*501**XX3498 POS RETURN..... O DONNELL ACE HA AMES IA 70002757 834181,04/17/2023,XX3498 POS RETURN..... O DONNELL ACE HA AMES IA 70002757 834181,,,4.28,57246.43,,0.0,Home
220,20230414000000[-6:CST]*-189.33*0**Alliant - IPL PAYMENT 3836938783,04/14/2023,Alliant - IPL PAYMENT 3836938783,,-189.33,,57242.15,,0.0,Bills & Utilities
221,20230414000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA IA000624 006539,04/14/2023,XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA IA000624 006539,,-200.0,,57431.48,,0.0,Personal
222,20230414000000[-6:CST]*-96.00*0**XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 033770,04/14/2023,XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 033770,,-96.0,,57631.48,,0.0,Groceries
223,20230414000000[-6:CST]*-20.53*0**XX3498 POS PURCHASE AT SQ *1+1 RESTAURA AMES IA 50427462 864297,04/14/2023,XX3498 POS PURCHASE AT SQ *1+1 RESTAURA AMES IA 50427462 864297,,-20.53,,57727.48,,0.0,Food & Drink
224,20230414000000[-6:CST]*3737.46*501**DONNELLEY FINANC DIRECT DEP 785088944249 L5Z,04/14/2023,DONNELLEY FINANC DIRECT DEP 785088944249 L5Z,,,3737.46,57748.01,,0.0,Deposit
225,20230413000000[-6:CST]*-275.30*0**VERIZON WIRELESS PAYMENTS 05885909720000 1,04/13/2023,VERIZON WIRELESS PAYMENTS 05885909720000 1,,-275.3,,54010.55,,0.0,Bills & Utilities
226,20230412000000[-6:CST]*-105.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 15965044 662238,04/12/2023,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 15965044 662238,,-105.0,,54285.85,,0.0,Entertainment
227,20230411000000[-6:CST]*2.89*501**Interest paid,04/11/2023,Interest paid,,,2.89,54390.85,,0.0,Deposit
228,20230411000000[-6:CST]*-400.00*0**VENMO PAYMENT 1026339072481,04/11/2023,VENMO PAYMENT 1026339072481,,-400.0,,54387.96,,0.0,Personal
229,20230411000000[-6:CST]*-150.00*0**VENMO PAYMENT 1026339480482,04/11/2023,VENMO PAYMENT 1026339480482,,-150.0,,54787.96,,0.0,Personal
230,20230411000000[-6:CST]*-77.55*0**ASPEN WASTE SYST EFT PMT 8 00257691,04/11/2023,ASPEN WASTE SYST EFT PMT 8 00257691,,-77.55,,54937.96,,0.0,Bills & Utilities
231,20230411000000[-6:CST]*-20.00*0**VENMO PAYMENT 1026339080099,04/11/2023,VENMO PAYMENT 1026339080099,,-20.0,,55015.51,,0.0,Personal
232,20230411000000[-6:CST]*-57.00*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 839145,04/11/2023,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 839145,,-57.0,,55035.51,,0.0,Groceries
233,20230411000000[-6:CST]*-30.37*0**XX3498 POS PURCHASE AT CAFEBEAUDELAIRE A MES IA 18200098 034213,04/11/2023,XX3498 POS PURCHASE AT CAFEBEAUDELAIRE A MES IA 18200098 034213,,-30.37,,55092.51,,0.0,Food & Drink
234,20230410000000[-6:CST]*-127.12*0**XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 542299,04/10/2023,XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 542299,,-127.12,,55122.88,,0.0,Groceries
235,20230410000000[-6:CST]*-20.05*0**XX3498 POS PURCHASE AT ABERLARDOSMEXICA AMES IA 11562953 356992,04/10/2023,XX3498 POS PURCHASE AT ABERLARDOSMEXICA AMES IA 11562953 356992,,-20.05,,55250.0,,0.0,Food & Drink
236,20230410000000[-6:CST]*-20.00*0**XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 1 758856,04/10/2023,XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 1 758856,,-20.0,,55270.05,,0.0,Groceries
237,20230410000000[-6:CST]*-16.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 70001444 765866,04/10/2023,XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 70001444 765866,,-16.0,,55290.05,,0.0,Home
